task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
capitalize_first_letter,6,first_label_token,28,170,260,16.611478911021475,74,55.33019557794127,21,0.7092186808586121
commonsense_qa,6,last_label_token,0,170,32,3.917162637464457,11,7.723819812853931,3,0.9848709106445312
national_parks,6,last_label_token,0,170,32,5.329855493590414,14,11.098668934652054,4,0.9684282541275024
capitalize,6,last_label_token,0,170,32,6.732505674828788,11,11.588938131419335,5,0.7408502697944641
capitalize_first_letter,6,last_label_token,0,170,32,7.48546232938425,11,11.731092372919353,5,0.7488604187965393
commonsense_qa,6,last_label_token,1,170,36,4.654931632229469,13,9.456447787967068,4,0.9672083258628845
national_parks,6,last_label_token,1,170,36,5.850581038719078,15,11.801716974773626,5,0.9463882446289062
capitalize,6,last_label_token,1,170,36,7.263549448241563,14,13.83996580446245,6,0.5715748071670532
capitalize_first_letter,6,last_label_token,1,170,36,8.85336263479896,14,14.137003792932644,6,0.5930245518684387
commonsense_qa,6,last_label_token,2,170,46,5.271095943791541,16,10.441184000510376,4,0.9396013021469116
national_parks,6,last_label_token,2,170,46,4.821376903636661,19,11.054792582021612,4,0.8833706378936768
capitalize,6,last_label_token,2,170,46,10.358115393907768,20,19.486906044467364,8,0.5416657328605652
capitalize_first_letter,6,last_label_token,2,170,46,12.135595145843688,20,19.99967685434011,8,0.561235785484314
commonsense_qa,6,last_label_token,3,170,52,4.942852725323209,18,10.795224019797113,4,0.879727840423584
national_parks,6,last_label_token,3,170,52,6.074405220849285,22,13.546662889751483,5,0.818433403968811
capitalize,6,last_label_token,3,170,52,11.522499068244446,23,22.204283890213574,9,0.49361762404441833
capitalize_first_letter,6,last_label_token,3,170,52,13.991336622340349,23,22.8171818215956,9,0.41989362239837646
commonsense_qa,6,last_label_token,4,170,201,3.995354792633689,45,11.57820175062574,6,0.7880656123161316
national_parks,6,last_label_token,4,170,201,8.740152033207748,49,25.020861598414665,9,0.6204080581665039
capitalize,6,last_label_token,4,170,201,19.90564281053617,67,52.65979567880069,19,0.5888699889183044
capitalize_first_letter,6,last_label_token,4,170,201,22.21102312840981,65,52.34482414568307,19,0.5180542469024658
commonsense_qa,6,last_label_token,5,170,222,4.265140831642175,47,12.675710649588495,6,0.7770811319351196
national_parks,6,last_label_token,5,170,222,9.458666441525242,52,27.271357972509573,10,0.6133736371994019
capitalize,6,last_label_token,5,170,222,20.16474381114477,70,54.73077213703066,20,0.5849981307983398
capitalize_first_letter,6,last_label_token,5,170,222,23.00847049537096,68,54.521821790800864,19,0.49758806824684143
commonsense_qa,6,last_label_token,6,170,235,4.222239519798154,48,12.565147627954332,6,0.6953347325325012
national_parks,6,last_label_token,6,170,235,9.729909270702871,53,28.477097672658548,11,0.5404126644134521
capitalize,6,last_label_token,6,170,235,20.304771020630596,72,55.95368248691552,21,0.5629850029945374
capitalize_first_letter,6,last_label_token,6,170,235,22.840238951446437,70,55.98747998981819,20,0.4573979377746582
commonsense_qa,6,last_label_token,7,170,251,4.407155868352228,49,13.262678831628858,6,0.7108722925186157
national_parks,6,last_label_token,7,170,251,10.226364514614895,55,29.505789204958113,11,0.5459477305412292
capitalize,6,last_label_token,7,170,251,21.300230731591842,74,57.41300320108664,21,0.5770619511604309
capitalize_first_letter,6,last_label_token,7,170,251,22.995107431513176,73,57.39309841846556,20,0.47596976161003113
commonsense_qa,6,last_label_token,8,170,261,4.662419903225958,51,14.317665701902586,7,0.658103883266449
national_parks,6,last_label_token,8,170,261,10.747140055227295,57,30.746612971789123,11,0.49638378620147705
capitalize,6,last_label_token,8,170,261,20.986498225613527,75,57.7639249792762,21,0.5765389204025269
capitalize_first_letter,6,last_label_token,8,170,261,22.63684048728325,74,58.11277797183297,21,0.43514639139175415
commonsense_qa,6,last_label_token,9,170,271,5.043611688548391,52,15.601313046463577,7,0.6683916449546814
national_parks,6,last_label_token,9,170,271,11.098703558570175,58,31.50113212144892,12,0.4963959753513336
capitalize,6,last_label_token,9,170,271,21.509685868360105,76,58.20947038655044,22,0.5689270496368408
capitalize_first_letter,6,last_label_token,9,170,271,22.589128367100987,75,58.73637049789684,21,0.41068926453590393
commonsense_qa,6,last_label_token,10,170,274,5.408718772214858,53,16.77071862863709,7,0.6846871972084045
national_parks,6,last_label_token,10,170,274,11.231302864689148,58,32.308079063988984,12,0.5072575211524963
capitalize,6,last_label_token,10,170,274,22.291374761678465,76,58.692147469939954,22,0.5570526123046875
capitalize_first_letter,6,last_label_token,10,170,274,23.795462147409967,75,59.2524540777649,21,0.41604745388031006
commonsense_qa,6,last_label_token,11,170,276,5.559609560535745,53,17.33562411239772,7,0.684363603591919
national_parks,6,last_label_token,11,170,276,11.378423347808111,59,32.6794983306302,12,0.48989352583885193
capitalize,6,last_label_token,11,170,276,22.180677051498954,76,58.62296323610624,22,0.5484978556632996
capitalize_first_letter,6,last_label_token,11,170,276,23.331273346247155,75,59.29852879112264,21,0.4150824248790741
commonsense_qa,6,last_label_token,12,170,277,5.605021522441736,53,17.343069309312618,7,0.6661269068717957
national_parks,6,last_label_token,12,170,277,11.762724105063096,59,33.07903364780072,12,0.4905472993850708
capitalize,6,last_label_token,12,170,277,22.770533606529785,76,59.0432511199085,22,0.5459159016609192
capitalize_first_letter,6,last_label_token,12,170,277,23.817919703390448,75,59.546347529965885,21,0.41073501110076904
commonsense_qa,6,last_label_token,13,170,278,5.6383895394740735,53,17.609964155242967,7,0.6447809934616089
national_parks,6,last_label_token,13,170,278,12.037582716319822,59,33.5539350355047,12,0.4422001838684082
capitalize,6,last_label_token,13,170,278,23.15785437177732,76,59.115961165306516,22,0.5463481545448303
capitalize_first_letter,6,last_label_token,13,170,278,23.916797947563264,75,59.84286257504776,21,0.4073171615600586
commonsense_qa,6,last_label_token,14,170,276,5.538162614963342,53,17.18725339224967,7,0.6454286575317383
national_parks,6,last_label_token,14,170,276,12.04522927671802,58,33.296331055521286,12,0.43644458055496216
capitalize,6,last_label_token,14,170,276,23.026413835648167,76,59.207350068886115,22,0.5447323322296143
capitalize_first_letter,6,last_label_token,14,170,276,23.96524492629977,75,59.84258760592751,21,0.4184979498386383
commonsense_qa,6,last_label_token,15,170,274,5.496315019109691,53,17.010645638687247,7,0.6355568170547485
national_parks,6,last_label_token,15,170,274,11.85228632810869,58,32.93084125435335,12,0.4434112012386322
capitalize,6,last_label_token,15,170,274,22.809245558795716,76,58.824909660779504,22,0.5412206053733826
capitalize_first_letter,6,last_label_token,15,170,274,24.149338993321802,75,59.64264096242737,21,0.4159089922904968
commonsense_qa,6,last_label_token,16,170,274,5.399236910831446,53,16.809112992398507,7,0.6467059850692749
national_parks,6,last_label_token,16,170,274,11.800065429811047,58,32.856450165321334,12,0.45613983273506165
capitalize,6,last_label_token,16,170,274,22.96285934696575,76,58.93508223362286,22,0.5396561026573181
capitalize_first_letter,6,last_label_token,16,170,274,23.976068477299794,75,59.616459937866495,21,0.40791675448417664
commonsense_qa,6,last_label_token,17,170,274,5.262916151891918,53,16.43136251069776,7,0.6491895318031311
national_parks,6,last_label_token,17,170,274,11.957638600720033,58,32.99848474951565,12,0.4626050293445587
capitalize,6,last_label_token,17,170,274,22.79615686667905,76,59.26273898548748,22,0.5428820848464966
capitalize_first_letter,6,last_label_token,17,170,274,24.227771478219026,75,60.28492150606835,21,0.41804707050323486
commonsense_qa,6,last_label_token,18,170,274,5.348864992717556,53,16.59697172283267,7,0.6373108625411987
national_parks,6,last_label_token,18,170,274,11.892300897555184,58,32.84945591694948,12,0.449916273355484
capitalize,6,last_label_token,18,170,274,22.883527755754766,76,59.44008181211411,22,0.5405177474021912
capitalize_first_letter,6,last_label_token,18,170,274,24.503220105934137,75,60.27215137256036,21,0.41701412200927734
commonsense_qa,6,last_label_token,19,170,275,5.321998447996747,53,16.52325454853274,7,0.6550436019897461
national_parks,6,last_label_token,19,170,275,11.750994797828056,58,32.63760709666261,12,0.4809870421886444
capitalize,6,last_label_token,19,170,275,22.70431092813819,77,60.07927525327018,22,0.5590824484825134
capitalize_first_letter,6,last_label_token,19,170,275,25.200700382471233,76,61.151046249558036,22,0.43802374601364136
commonsense_qa,6,last_label_token,20,170,277,5.319845831470944,53,16.562333898630165,7,0.670894980430603
national_parks,6,last_label_token,20,170,277,12.00054044301838,58,33.127777430262704,12,0.4808306396007538
capitalize,6,last_label_token,20,170,277,22.71193206607896,77,59.98006431483428,22,0.5529487729072571
capitalize_first_letter,6,last_label_token,20,170,277,24.765989368352592,76,61.45892246332051,22,0.4341925382614136
commonsense_qa,6,last_label_token,21,170,279,5.31779897969126,53,16.613695196815627,7,0.6805451512336731
national_parks,6,last_label_token,21,170,279,11.896310741968405,58,33.27040668454386,12,0.48787352442741394
capitalize,6,last_label_token,21,170,279,22.52978617451365,77,60.10972423872174,22,0.5736280083656311
capitalize_first_letter,6,last_label_token,21,170,279,24.54622471011212,76,61.58828859491318,22,0.44411760568618774
commonsense_qa,6,last_label_token,22,170,279,5.336887659867479,53,16.638797570762325,7,0.7004024386405945
national_parks,6,last_label_token,22,170,279,11.883729754618304,58,33.32139406197935,12,0.5066916346549988
capitalize,6,last_label_token,22,170,279,22.484974361787877,77,60.27903379922942,22,0.5869043469429016
capitalize_first_letter,6,last_label_token,22,170,279,24.12937449594419,76,61.47328399822536,22,0.46264952421188354
commonsense_qa,6,last_label_token,23,170,280,5.220494889850296,53,16.288176043118067,7,0.7104594707489014
national_parks,6,last_label_token,23,170,280,12.09232241540732,59,33.53730962127022,12,0.5155103206634521
capitalize,6,last_label_token,23,170,280,22.70731781708685,77,60.657336199917935,22,0.5932251811027527
capitalize_first_letter,6,last_label_token,23,170,280,24.366605932543425,77,61.71920711928757,22,0.4638739824295044
commonsense_qa,6,last_label_token,24,170,282,5.292730281275831,53,16.51158612445205,7,0.7194987535476685
national_parks,6,last_label_token,24,170,282,12.210363892586798,59,33.85685891454272,12,0.5298416018486023
capitalize,6,last_label_token,24,170,282,23.268428174010946,78,61.22552114573774,23,0.5986073017120361
capitalize_first_letter,6,last_label_token,24,170,282,24.73703173063353,77,62.229774244819694,22,0.47091951966285706
commonsense_qa,6,last_label_token,25,170,284,5.297642498156731,53,16.55742525237188,7,0.7417581081390381
national_parks,6,last_label_token,25,170,284,12.383207224167435,59,34.197476199833794,12,0.5548861622810364
capitalize,6,last_label_token,25,170,284,22.760143031974835,78,61.30045843601158,23,0.6014553308486938
capitalize_first_letter,6,last_label_token,25,170,284,24.31533973445184,77,62.27748574987044,22,0.4896685481071472
commonsense_qa,6,last_label_token,26,170,287,5.360280789438081,54,16.782434249200648,7,0.7818774580955505
national_parks,6,last_label_token,26,170,287,12.444637011904968,60,34.61550992523032,13,0.620268702507019
capitalize,6,last_label_token,26,170,287,22.769900188770116,78,61.66110455414897,23,0.6286815404891968
capitalize_first_letter,6,last_label_token,26,170,287,24.285841706791654,78,62.866309438830264,22,0.5268038511276245
commonsense_qa,6,last_label_token,27,170,287,5.358591929711757,54,16.744383590459993,7,0.8339623212814331
national_parks,6,last_label_token,27,170,287,12.261012434654806,60,34.45956605578032,13,0.7091614007949829
capitalize,6,last_label_token,27,170,287,22.64300917428008,78,61.375615140621825,23,0.6658188700675964
capitalize_first_letter,6,last_label_token,27,170,287,23.96577381919804,78,62.80956438695367,22,0.5999323725700378
commonsense_qa,6,last_label_token,28,170,287,5.4305226149112755,53,17.00503929018889,7,0.8310356140136719
national_parks,6,last_label_token,28,170,287,12.516604588529848,59,34.44230300259005,12,0.6968186497688293
capitalize,6,last_label_token,28,170,287,19.686951249528924,78,58.90299841089447,22,0.7331832051277161
capitalize_first_letter,6,last_label_token,28,170,287,21.244146156262,77,61.01035647367915,22,0.7113173604011536
commonsense_qa,7,pre_label_token,0,170,1,1.000001806239457,1,1.0000036124820657,1,0.16129350662231445
national_parks,7,pre_label_token,0,170,1,1.000001672331997,1,1.0000033446666827,1,0.8072097897529602
capitalize,7,pre_label_token,0,170,1,1.0000019635403372,1,1.0000039270843946,1,0.6751863360404968
capitalize_first_letter,7,pre_label_token,0,170,1,1.0000018363349676,1,1.0000036726731998,1,0.4298399090766907
commonsense_qa,7,pre_label_token,1,170,12,3.35378992599485,8,6.077425197147171,3,0.9999444484710693
national_parks,7,pre_label_token,1,170,12,2.6126162516876468,8,4.870330308099057,2,0.9999366402626038
capitalize,7,pre_label_token,1,170,12,2.3182632170504984,7,4.255903881402868,2,0.9998450875282288
capitalize_first_letter,7,pre_label_token,1,170,12,2.1573312566760032,7,3.911302670988957,2,0.9998378753662109
commonsense_qa,7,pre_label_token,2,170,130,3.518280899614968,33,9.261263815117783,4,0.9948316216468811
national_parks,7,pre_label_token,2,170,130,4.7747777667493665,40,14.158396850863147,6,0.9911945462226868
capitalize,7,pre_label_token,2,170,130,16.723714261234022,50,41.446033718571385,15,0.9672340154647827
capitalize_first_letter,7,pre_label_token,2,170,130,20.78457657482169,50,42.57853493284522,15,0.9685231447219849
commonsense_qa,7,pre_label_token,3,170,145,3.7463566425943298,36,10.153145580457592,5,0.9895885586738586
national_parks,7,pre_label_token,3,170,145,5.193905205323321,42,15.497793473961737,7,0.9822514057159424
capitalize,7,pre_label_token,3,170,145,19.263382651881866,55,45.81670216272909,17,0.9424456357955933
capitalize_first_letter,7,pre_label_token,3,170,145,21.859372448233515,54,46.048826248938546,16,0.9442466497421265
commonsense_qa,7,pre_label_token,4,170,188,4.36895658902547,42,12.418294224007514,5,0.9659968018531799
national_parks,7,pre_label_token,4,170,188,6.517862092954581,47,19.597029411442172,8,0.9386351108551025
capitalize,7,pre_label_token,4,170,188,20.654108694826213,63,50.83458301715244,19,0.8617083430290222
capitalize_first_letter,7,pre_label_token,4,170,188,24.364389013666955,62,51.6336428516754,18,0.8636229038238525
commonsense_qa,7,pre_label_token,5,170,222,5.641448853533977,47,16.074936450915917,6,0.9465939402580261
national_parks,7,pre_label_token,5,170,222,7.428172099022571,52,22.833307276717406,9,0.8991267085075378
capitalize,7,pre_label_token,5,170,222,21.340592383443283,69,54.440183011841285,20,0.8213778734207153
capitalize_first_letter,7,pre_label_token,5,170,222,25.30829748805705,68,55.26012323432851,20,0.8130470514297485
commonsense_qa,7,pre_label_token,6,170,229,5.784269360074971,48,16.897842399346004,7,0.925849437713623
national_parks,7,pre_label_token,6,170,229,7.6037526428091065,53,23.66393405053883,10,0.8555067777633667
capitalize,7,pre_label_token,6,170,229,22.563981848588057,69,55.392243412856374,20,0.7778255939483643
capitalize_first_letter,7,pre_label_token,6,170,229,25.938661532160307,69,55.72640772028591,20,0.7559472322463989
commonsense_qa,7,pre_label_token,7,170,241,5.7342972785488895,49,16.957593267634376,7,0.9065579771995544
national_parks,7,pre_label_token,7,170,241,7.427507168411357,53,23.34415837131473,9,0.8215675950050354
capitalize,7,pre_label_token,7,170,241,22.23666091705427,71,56.03413397365573,21,0.7544129490852356
capitalize_first_letter,7,pre_label_token,7,170,241,24.874932273395167,70,56.62974370229178,20,0.7070432305335999
commonsense_qa,7,pre_label_token,8,170,247,6.106331796473598,50,17.941563338191816,7,0.8880223631858826
national_parks,7,pre_label_token,8,170,247,7.547046802607955,54,23.77197071654294,10,0.7671939134597778
capitalize,7,pre_label_token,8,170,247,22.545899436521935,71,56.16140482081908,21,0.7220321297645569
capitalize_first_letter,7,pre_label_token,8,170,247,25.36844244802168,70,56.68297712719499,20,0.6572678685188293
commonsense_qa,7,pre_label_token,9,170,265,7.384422582419134,53,21.22302135910754,8,0.8663742542266846
national_parks,7,pre_label_token,9,170,265,8.319878810991298,56,25.922085911460837,10,0.7150777578353882
capitalize,7,pre_label_token,9,170,265,21.68487261875952,73,57.07285123487879,21,0.6805927753448486
capitalize_first_letter,7,pre_label_token,9,170,265,24.711053120782147,71,57.02792359268083,20,0.606425940990448
commonsense_qa,7,pre_label_token,10,170,422,9.748526092959322,67,29.519894746876727,11,0.923389732837677
national_parks,7,pre_label_token,10,170,422,15.397163413981866,74,45.27739534310547,16,0.830069363117218
capitalize,7,pre_label_token,10,170,422,26.04994562329688,90,71.08433970669805,26,0.7721967101097107
capitalize_first_letter,7,pre_label_token,10,170,422,30.360708800711215,89,73.32524337529999,26,0.7519604563713074
commonsense_qa,7,pre_label_token,11,170,428,10.179870713063803,68,30.46010134576359,11,0.9201124310493469
national_parks,7,pre_label_token,11,170,428,16.023004828739865,74,46.20419061259528,17,0.8238844871520996
capitalize,7,pre_label_token,11,170,428,25.549071318922625,90,71.59239685919133,26,0.7689415812492371
capitalize_first_letter,7,pre_label_token,11,170,428,30.68795437849039,89,73.87444690589463,26,0.7471462488174438
commonsense_qa,7,pre_label_token,12,170,432,10.152731403380573,68,30.651475853787662,11,0.9110962152481079
national_parks,7,pre_label_token,12,170,432,15.810080982008612,74,46.89189004131954,17,0.8041214942932129
capitalize,7,pre_label_token,12,170,432,26.218150815679767,91,72.69854356237437,27,0.7546185255050659
capitalize_first_letter,7,pre_label_token,12,170,432,30.193832894293116,90,73.97202942937373,26,0.7300333976745605
commonsense_qa,7,pre_label_token,13,170,443,10.22942200448683,69,30.98670955668434,11,0.8964586853981018
national_parks,7,pre_label_token,13,170,443,18.994016831847166,77,51.6756719546879,18,0.7762659192085266
capitalize,7,pre_label_token,13,170,443,26.32436394680987,91,72.47377418584288,27,0.7278333306312561
capitalize_first_letter,7,pre_label_token,13,170,443,30.001892741698388,90,73.81207303178725,26,0.7014508843421936
commonsense_qa,7,pre_label_token,14,170,429,9.577117048425267,67,29.479475138349606,11,0.8817018270492554
national_parks,7,pre_label_token,14,170,429,17.494449085437633,75,49.47955329019914,18,0.7649136185646057
capitalize,7,pre_label_token,14,170,429,26.106034316290554,90,70.99456889315918,26,0.709055483341217
capitalize_first_letter,7,pre_label_token,14,170,429,29.035468163203856,89,72.84351042475569,26,0.6645573377609253
commonsense_qa,7,pre_label_token,15,170,434,8.980437345954657,67,28.40393328913193,11,0.8684675097465515
national_parks,7,pre_label_token,15,170,434,17.849771112935066,75,49.73938023425793,18,0.7589001059532166
capitalize,7,pre_label_token,15,170,434,25.981970043958054,91,71.30711643543194,26,0.7075445055961609
capitalize_first_letter,7,pre_label_token,15,170,434,29.454579080154634,89,73.36962182994358,26,0.641313910484314
commonsense_qa,7,pre_label_token,16,170,437,9.091568498638306,67,28.50902139227701,11,0.870760440826416
national_parks,7,pre_label_token,16,170,437,18.043921462632152,76,50.35905492119512,18,0.7497127056121826
capitalize,7,pre_label_token,16,170,437,26.1151783908284,91,71.70156527598792,26,0.7032299041748047
capitalize_first_letter,7,pre_label_token,16,170,437,29.684886199269148,90,73.54993483722008,26,0.6379048824310303
commonsense_qa,7,pre_label_token,17,170,423,8.811472262504818,66,27.619780776227167,10,0.8474497199058533
national_parks,7,pre_label_token,17,170,423,19.063209961996442,75,50.881388053582306,18,0.7184644937515259
capitalize,7,pre_label_token,17,170,423,26.111897441555612,90,71.82854560051325,26,0.6870552897453308
capitalize_first_letter,7,pre_label_token,17,170,423,29.459193728541713,89,73.17616975822438,26,0.611526370048523
commonsense_qa,7,pre_label_token,18,170,430,8.51514073316544,67,27.11968976161272,10,0.8286922574043274
national_parks,7,pre_label_token,18,170,430,19.759901216496758,76,52.21822482187259,18,0.7095900177955627
capitalize,7,pre_label_token,18,170,430,26.077260380272364,91,72.25405080210821,27,0.6717288494110107
capitalize_first_letter,7,pre_label_token,18,170,430,30.097651427606827,90,74.0104640588637,26,0.5849842429161072
commonsense_qa,7,pre_label_token,19,170,281,6.394274369472526,54,19.486309067291618,8,0.6902966499328613
national_parks,7,pre_label_token,19,170,281,11.72198875510929,59,33.46093645531253,12,0.4841674864292145
capitalize,7,pre_label_token,19,170,281,23.302815565003264,76,59.61043940590463,22,0.5692092776298523
capitalize_first_letter,7,pre_label_token,19,170,281,26.084380047487556,75,60.51812362098307,22,0.40114688873291016
commonsense_qa,7,pre_label_token,20,170,277,5.9813841536928125,53,18.107453267813792,7,0.6760303974151611
national_parks,7,pre_label_token,20,170,277,12.173432924356007,59,33.95720843039321,12,0.4428969621658325
capitalize,7,pre_label_token,20,170,277,22.878249684171166,76,59.13171010198863,22,0.5663666129112244
capitalize_first_letter,7,pre_label_token,20,170,277,26.158127667565477,75,60.14733679851941,21,0.39555928111076355
commonsense_qa,7,pre_label_token,21,170,280,5.800929075240155,53,17.53851282288846,7,0.687279999256134
national_parks,7,pre_label_token,21,170,280,13.495810607172576,60,35.908073072275585,13,0.4205521047115326
capitalize,7,pre_label_token,21,170,280,22.570119256049203,77,59.73096023473432,22,0.5733070373535156
capitalize_first_letter,7,pre_label_token,21,170,280,25.74536848215437,75,60.22983579312253,21,0.40541598200798035
commonsense_qa,7,pre_label_token,22,170,281,5.651039541923724,52,17.136835467118246,7,0.6878259181976318
national_parks,7,pre_label_token,22,170,281,13.632247615116325,60,36.390930433993525,13,0.39311957359313965
capitalize,7,pre_label_token,22,170,281,22.759715210738463,77,59.9162329980244,22,0.5815087556838989
capitalize_first_letter,7,pre_label_token,22,170,281,25.423558858788706,76,60.0710686807047,21,0.4088888466358185
commonsense_qa,7,pre_label_token,23,170,282,5.92243891679329,52,17.63027429609723,7,0.6753028035163879
national_parks,7,pre_label_token,23,170,282,13.875312480815312,60,36.58462737199803,13,0.38480380177497864
capitalize,7,pre_label_token,23,170,282,22.175490039164636,77,60.15083867071082,22,0.584170401096344
capitalize_first_letter,7,pre_label_token,23,170,282,25.78015964346915,76,60.26396831969187,21,0.40326178073883057
commonsense_qa,7,pre_label_token,24,170,285,6.099282065827918,52,17.992232826652327,7,0.675165593624115
national_parks,7,pre_label_token,24,170,285,14.066228740544949,60,37.081154662248125,13,0.3994077146053314
capitalize,7,pre_label_token,24,170,285,22.585006824970453,78,60.470501599345184,22,0.5992605090141296
capitalize_first_letter,7,pre_label_token,24,170,285,25.919327611139774,76,61.08665349037165,22,0.41217780113220215
commonsense_qa,7,pre_label_token,25,170,289,6.264659595183188,52,18.392406472463133,7,0.7033764719963074
national_parks,7,pre_label_token,25,170,289,14.36126477816637,61,37.499957076180365,13,0.397841215133667
capitalize,7,pre_label_token,25,170,289,22.86728098788447,78,60.9450803939787,23,0.593794047832489
capitalize_first_letter,7,pre_label_token,25,170,289,25.726518943341734,77,61.36419892818847,22,0.41551873087882996
commonsense_qa,7,pre_label_token,26,170,292,6.303694252165395,53,18.633847259008185,7,0.7281485199928284
national_parks,7,pre_label_token,26,170,292,14.676022498823938,61,38.26709606350159,14,0.4168959856033325
capitalize,7,pre_label_token,26,170,292,23.10686562304802,79,61.537617729851654,23,0.5928434133529663
capitalize_first_letter,7,pre_label_token,26,170,292,26.183175171708065,77,62.12589189133052,22,0.4173928499221802
commonsense_qa,7,pre_label_token,27,170,290,6.328952331430372,53,18.72719753742801,7,0.7859637141227722
national_parks,7,pre_label_token,27,170,290,14.334569153620826,61,37.51961620574575,13,0.46739116311073303
capitalize,7,pre_label_token,27,170,290,22.89238724067394,79,61.40070232043117,23,0.6126721501350403
capitalize_first_letter,7,pre_label_token,27,170,290,26.03953722452101,77,61.634308207886654,22,0.4350559711456299
commonsense_qa,7,pre_label_token,28,170,283,6.490525882795643,51,18.00214487521792,7,0.8662883639335632
national_parks,7,pre_label_token,28,170,283,13.373827660658733,59,34.95736483349543,12,0.5635361075401306
capitalize,7,pre_label_token,28,170,283,13.987018616742429,77,52.60729382097608,21,0.7481207847595215
capitalize_first_letter,7,pre_label_token,28,170,283,16.184783124545536,75,55.10857013828359,21,0.5653197169303894
commonsense_qa,7,first_label_token,0,170,35,4.3481228941500945,13,8.91253642924814,4,0.9822689294815063
national_parks,7,first_label_token,0,170,35,4.769998216326622,16,11.353651202361574,5,0.9615444540977478
capitalize,7,first_label_token,0,170,35,8.518404861605157,14,14.070172190660108,6,0.6749241352081299
capitalize_first_letter,7,first_label_token,0,170,35,9.398110962234314,14,14.52404049314185,6,0.6920746564865112
commonsense_qa,7,first_label_token,1,170,32,4.503955396734671,11,8.328646460666674,3,0.9696683883666992
national_parks,7,first_label_token,1,170,32,5.450317124404006,14,11.45615560351664,5,0.962895929813385
capitalize,7,first_label_token,1,170,32,6.93013357550425,12,11.894284050563792,5,0.6404023170471191
capitalize_first_letter,7,first_label_token,1,170,32,8.075911464780098,12,12.144494317838635,5,0.6214824318885803
commonsense_qa,7,first_label_token,2,170,36,4.876803268283857,13,9.120331866894098,4,0.9579121470451355
national_parks,7,first_label_token,2,170,36,4.2725316567475655,16,10.57292074044213,5,0.9433180689811707
capitalize,7,first_label_token,2,170,36,8.312725797493744,14,14.308957805418492,6,0.6071344017982483
capitalize_first_letter,7,first_label_token,2,170,36,9.478053477614768,14,14.838567697284173,6,0.5947145819664001
commonsense_qa,7,first_label_token,3,170,39,4.322490054081143,14,8.781116423215716,3,0.9176491498947144
national_parks,7,first_label_token,3,170,39,4.681483099220813,17,11.291029269174361,5,0.8968914747238159
capitalize,7,first_label_token,3,170,39,9.265768137251507,16,15.903229582083906,7,0.5281104445457458
capitalize_first_letter,7,first_label_token,3,170,39,10.354488993529989,16,16.38684041457522,7,0.44592973589897156
commonsense_qa,7,first_label_token,4,170,46,4.6443500780767755,16,9.608610307116562,4,0.8980498909950256
national_parks,7,first_label_token,4,170,46,5.017219965546404,20,12.920435254869028,5,0.8714121580123901
capitalize,7,first_label_token,4,170,46,9.73553509655372,20,18.83192519437532,7,0.5133485794067383
capitalize_first_letter,7,first_label_token,4,170,46,11.367372157607242,20,19.532162399714867,8,0.47604718804359436
commonsense_qa,7,first_label_token,5,170,178,3.607934574126882,40,9.7856804220023,5,0.7948680520057678
national_parks,7,first_label_token,5,170,178,7.671723681964258,45,21.916522914041632,8,0.6656287908554077
capitalize,7,first_label_token,5,170,178,18.348059871816815,62,48.98700542347126,18,0.6033892035484314
capitalize_first_letter,7,first_label_token,5,170,178,21.608510601804795,60,49.16278594564667,18,0.5230411887168884
commonsense_qa,7,first_label_token,6,170,195,3.937090027925278,43,10.918284786801648,5,0.7203449010848999
national_parks,7,first_label_token,6,170,195,8.216126561360163,48,23.84756941227713,9,0.5861506462097168
capitalize,7,first_label_token,6,170,195,19.230888553835484,65,51.55712994724677,19,0.5701940059661865
capitalize_first_letter,7,first_label_token,6,170,195,21.964812309561566,63,51.12821816045216,18,0.48172158002853394
commonsense_qa,7,first_label_token,7,170,217,4.424492748796021,46,12.775497015158603,6,0.7285359501838684
national_parks,7,first_label_token,7,170,217,9.083684282164294,51,26.360779986657015,10,0.5643350481987
capitalize,7,first_label_token,7,170,217,20.577677533092107,69,54.15617130313243,20,0.5909726619720459
capitalize_first_letter,7,first_label_token,7,170,217,23.09016799679295,67,54.02308568490977,19,0.482831746339798
commonsense_qa,7,first_label_token,8,170,229,4.664815184229876,48,13.8854800421062,6,0.6812264919281006
national_parks,7,first_label_token,8,170,229,9.530666819900853,52,27.42209568103695,10,0.4980905055999756
capitalize,7,first_label_token,8,170,229,21.641214616256388,71,55.69302883663119,20,0.5947453379631042
capitalize_first_letter,7,first_label_token,8,170,229,23.348343037463334,69,55.37654684187594,20,0.4598623216152191
commonsense_qa,7,first_label_token,9,170,240,5.207077720613569,49,15.66630519719841,7,0.6971473097801208
national_parks,7,first_label_token,9,170,240,10.161131348438731,53,28.78265196992318,11,0.480631023645401
capitalize,7,first_label_token,9,170,240,22.309846257610854,72,56.1531410136205,21,0.5705207586288452
capitalize_first_letter,7,first_label_token,9,170,240,23.11457631082568,70,55.81537271692056,20,0.43577447533607483
commonsense_qa,7,first_label_token,10,170,246,5.654138001931091,50,17.027534135906876,7,0.71201092004776
national_parks,7,first_label_token,10,170,246,10.48710970274999,55,29.528245302900302,11,0.48711100220680237
capitalize,7,first_label_token,10,170,246,22.768552818219238,72,56.49614788252523,21,0.5623459815979004
