task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
capitalize,4,pre_label_token,21,170,280,23.456773978049316,77,60.63357698868204,22,0.6232814192771912
capitalize_first_letter,4,pre_label_token,21,170,280,26.410989725519837,76,61.60274357673116,22,0.437536358833313
commonsense_qa,4,pre_label_token,22,170,280,5.1009640269378,51,15.449200369333045,7,0.6855122447013855
national_parks,4,pre_label_token,22,170,280,12.677142880957428,60,36.244194676465156,13,0.4016604721546173
capitalize,4,pre_label_token,22,170,280,23.273777580565714,78,60.371291795359745,22,0.6247984170913696
capitalize_first_letter,4,pre_label_token,22,170,280,26.095577920761546,76,61.54317475734595,22,0.43613287806510925
commonsense_qa,4,pre_label_token,23,170,281,5.329693363370002,51,15.913360123405,7,0.674106776714325
national_parks,4,pre_label_token,23,170,281,12.768687340461405,60,36.60967118000583,13,0.39754945039749146
capitalize,4,pre_label_token,23,170,281,23.442903537684504,78,60.79831891471695,22,0.619458019733429
capitalize_first_letter,4,pre_label_token,23,170,281,26.197178211948376,76,61.81942523384172,22,0.4240137040615082
commonsense_qa,4,pre_label_token,24,170,285,5.545908762705188,51,16.655375910923027,7,0.6729881167411804
national_parks,4,pre_label_token,24,170,285,13.13361841901699,61,37.13532431514157,13,0.40777572989463806
capitalize,4,pre_label_token,24,170,285,23.81769680499532,78,61.250766079646894,23,0.6239432692527771
capitalize_first_letter,4,pre_label_token,24,170,285,26.471603682473344,77,62.512323693016434,22,0.4184914231300354
commonsense_qa,4,pre_label_token,25,170,289,5.771933717625535,52,17.267005770195325,7,0.6910489797592163
national_parks,4,pre_label_token,25,170,289,13.216996208270993,61,37.609470596636584,14,0.40416646003723145
capitalize,4,pre_label_token,25,170,289,23.363379647445065,79,61.34511639704352,23,0.6150323152542114
capitalize_first_letter,4,pre_label_token,25,170,289,26.313768640750773,78,62.81552714290631,22,0.4221958518028259
commonsense_qa,4,pre_label_token,26,170,292,5.857198470869795,52,17.581902615224696,7,0.7128422260284424
national_parks,4,pre_label_token,26,170,292,13.407495435223511,62,38.302139940434024,14,0.4261185824871063
capitalize,4,pre_label_token,26,170,292,23.415666383348995,79,61.46478485292928,23,0.626224160194397
capitalize_first_letter,4,pre_label_token,26,170,292,26.555143246582197,78,63.17264399006028,22,0.4251725375652313
commonsense_qa,4,pre_label_token,27,170,290,5.897271602043797,52,17.55330270036393,7,0.7733033895492554
national_parks,4,pre_label_token,27,170,290,12.822974172774316,61,37.099494694410666,13,0.4739251434803009
capitalize,4,pre_label_token,27,170,290,22.847305727645118,79,60.963352055578,23,0.6369875073432922
capitalize_first_letter,4,pre_label_token,27,170,290,26.565941166001377,78,62.736100877420576,22,0.4607931673526764
commonsense_qa,4,pre_label_token,28,170,283,5.675114040568289,51,16.75680276769645,7,0.8558245897293091
national_parks,4,pre_label_token,28,170,283,10.537625497518949,59,33.31603641531087,13,0.5949388146400452
capitalize,4,pre_label_token,28,170,283,15.030861974857185,77,53.990304860105965,21,0.7745595574378967
capitalize_first_letter,4,pre_label_token,28,170,283,17.20814764658663,76,56.92558388451047,21,0.6974316239356995
commonsense_qa,4,first_label_token,0,170,36,4.721896121168883,14,9.24157965419241,4,0.9827752709388733
national_parks,4,first_label_token,0,170,36,5.1338831270507885,17,12.656129488072136,6,0.9628703594207764
capitalize,4,first_label_token,0,170,36,7.804780024391646,14,14.094816901974617,6,0.6829333305358887
capitalize_first_letter,4,first_label_token,0,170,36,9.29629263694337,14,14.706938425908238,6,0.6985118985176086
commonsense_qa,4,first_label_token,1,170,34,4.68366468468112,13,8.884972779118971,3,0.9677689075469971
national_parks,4,first_label_token,1,170,34,4.72641133522223,15,11.39296853182983,5,0.9581629037857056
capitalize,4,first_label_token,1,170,34,6.672030911323167,13,12.342330612310278,5,0.6151370406150818
capitalize_first_letter,4,first_label_token,1,170,34,8.572724780517927,13,13.21244811181283,6,0.6092504858970642
commonsense_qa,4,first_label_token,2,170,39,4.885250814747527,15,10.249210098889595,4,0.9558718800544739
national_parks,4,first_label_token,2,170,39,5.109217572618688,18,12.775075543445478,5,0.9351829886436462
capitalize,4,first_label_token,2,170,39,8.526382283124805,16,15.734365069044854,6,0.5592749118804932
capitalize_first_letter,4,first_label_token,2,170,39,9.798051214562934,16,16.539860312664374,7,0.5646533370018005
commonsense_qa,4,first_label_token,3,170,41,5.3486395379413,15,10.67485011483161,4,0.9204335808753967
national_parks,4,first_label_token,3,170,41,5.046010172886941,19,12.53916886411039,5,0.8945887684822083
capitalize,4,first_label_token,3,170,41,9.051854420457936,17,16.654110327306082,7,0.5212518572807312
capitalize_first_letter,4,first_label_token,3,170,41,10.28495920025227,17,17.345814118053624,7,0.43540582060813904
commonsense_qa,4,first_label_token,4,170,46,5.607311403929478,17,10.829389296011339,4,0.9081260561943054
national_parks,4,first_label_token,4,170,46,5.051467055155794,20,12.52720947907617,5,0.8688018918037415
capitalize,4,first_label_token,4,170,46,8.991459231019931,20,18.510328537776317,7,0.5140281319618225
capitalize_first_letter,4,first_label_token,4,170,46,11.249117699311832,20,19.69465704165715,8,0.42968595027923584
commonsense_qa,4,first_label_token,5,170,54,6.587607029369235,20,12.917015556851164,5,0.8894788026809692
national_parks,4,first_label_token,5,170,54,5.870873700341117,23,14.724276493291368,6,0.8342662453651428
capitalize,4,first_label_token,5,170,54,10.381755402425426,23,21.903271412679057,9,0.47561150789260864
capitalize_first_letter,4,first_label_token,5,170,54,13.354926047798745,23,22.78645935726513,9,0.40597254037857056
commonsense_qa,4,first_label_token,6,170,195,4.391569133974822,44,12.909031167241432,6,0.7373608350753784
national_parks,4,first_label_token,6,170,195,7.726143933655227,47,23.27821190287917,9,0.5872811675071716
capitalize,4,first_label_token,6,170,195,20.12587887940896,66,52.13704759148164,19,0.5688066482543945
capitalize_first_letter,4,first_label_token,6,170,195,22.415407629846026,63,51.23349778726159,18,0.4905339181423187
commonsense_qa,4,first_label_token,7,170,216,4.342179911954034,46,12.712414266304663,6,0.7346182465553284
national_parks,4,first_label_token,7,170,216,8.517290531356426,51,25.728694102819404,10,0.5744507908821106
capitalize,4,first_label_token,7,170,216,20.688186552894813,69,54.48804996156667,20,0.5836330652236938
capitalize_first_letter,4,first_label_token,7,170,216,23.426291095405603,67,54.08479693982402,19,0.5055847764015198
commonsense_qa,4,first_label_token,8,170,227,4.453823931659132,47,13.157548306372272,6,0.6892741918563843
national_parks,4,first_label_token,8,170,227,8.721176383577014,52,26.594860386518576,10,0.5087729692459106
capitalize,4,first_label_token,8,170,227,20.936316181484138,70,55.50746832826898,20,0.584488570690155
capitalize_first_letter,4,first_label_token,8,170,227,24.041978633962092,69,55.57712762735625,20,0.47762516140937805
commonsense_qa,4,first_label_token,9,170,239,4.687383318092205,48,13.928077677755068,6,0.6916682720184326
national_parks,4,first_label_token,9,170,239,9.092774806073757,54,27.775802034292308,10,0.489942729473114
capitalize,4,first_label_token,9,170,239,21.369927655954964,72,56.50341931205714,21,0.5520234704017639
capitalize_first_letter,4,first_label_token,9,170,239,23.800742162471185,71,57.07711595202828,20,0.4421803057193756
commonsense_qa,4,first_label_token,10,170,246,4.751552400712041,49,14.36450586366157,6,0.7012754678726196
national_parks,4,first_label_token,10,170,246,9.562697640998806,55,28.937058404439657,11,0.4942202866077423
capitalize,4,first_label_token,10,170,246,21.699960060977745,73,57.21860789571324,21,0.5465108752250671
capitalize_first_letter,4,first_label_token,10,170,246,23.360468146520443,71,57.75555323931496,21,0.42050105333328247
commonsense_qa,4,first_label_token,11,170,250,4.8091471620217305,49,14.502166021494867,6,0.6926150918006897
national_parks,4,first_label_token,11,170,250,9.598863339510043,55,29.26927752387236,11,0.47783899307250977
capitalize,4,first_label_token,11,170,250,22.243339879037965,73,57.93133722500211,21,0.559410572052002
capitalize_first_letter,4,first_label_token,11,170,250,24.30857020636036,72,58.140481175495694,21,0.40734192728996277
commonsense_qa,4,first_label_token,12,170,249,4.8140414200610175,49,14.515249599398242,6,0.6835750937461853
national_parks,4,first_label_token,12,170,249,9.74170188803723,55,29.348611034644534,11,0.46236634254455566
capitalize,4,first_label_token,12,170,249,22.508098125878153,73,58.03115791562056,21,0.5641987919807434
capitalize_first_letter,4,first_label_token,12,170,249,24.247502656212756,72,57.860026384466,21,0.41756370663642883
commonsense_qa,4,first_label_token,13,170,252,4.944738220682528,50,14.86348510009022,7,0.6587479114532471
national_parks,4,first_label_token,13,170,252,10.255653095779364,56,30.467768525635115,11,0.41793665289878845
capitalize,4,first_label_token,13,170,252,22.007192960364137,73,57.7893880825827,21,0.5522240400314331
capitalize_first_letter,4,first_label_token,13,170,252,24.12218146286506,72,57.873767563596736,21,0.4004509150981903
commonsense_qa,4,first_label_token,14,170,254,4.935139414600995,50,14.777529443378324,6,0.6503891348838806
national_parks,4,first_label_token,14,170,254,9.728980549593476,56,29.57361721949365,11,0.399809867143631
capitalize,4,first_label_token,14,170,254,22.290006265029934,74,57.97648279108449,21,0.5488017797470093
capitalize_first_letter,4,first_label_token,14,170,254,24.432211261892835,73,58.49099669273488,21,0.4054977297782898
commonsense_qa,4,first_label_token,15,170,254,4.855419264975672,50,14.50886010528438,6,0.633037269115448
national_parks,4,first_label_token,15,170,254,9.568550297081785,56,29.271184036468743,11,0.40475618839263916
capitalize,4,first_label_token,15,170,254,21.920961235043677,74,57.868742096004894,21,0.5471794605255127
capitalize_first_letter,4,first_label_token,15,170,254,24.63576736475424,73,58.548536418815075,21,0.40595412254333496
commonsense_qa,4,first_label_token,16,170,254,4.869586638630194,50,14.431812034258167,6,0.6412839889526367
national_parks,4,first_label_token,16,170,254,9.606827861574377,56,29.437988387654478,11,0.41753295063972473
capitalize,4,first_label_token,16,170,254,22.249687268225685,74,58.050327193014404,21,0.5391956567764282
capitalize_first_letter,4,first_label_token,16,170,254,24.786234016079522,73,58.67656601823271,21,0.3999215364456177
commonsense_qa,4,first_label_token,17,170,254,4.784668871782992,50,14.213728515280831,6,0.6400253772735596
national_parks,4,first_label_token,17,170,254,9.747261206259681,56,29.74292845296532,11,0.4160119295120239
capitalize,4,first_label_token,17,170,254,21.902330754312455,74,57.95862743508687,21,0.5523757934570312
capitalize_first_letter,4,first_label_token,17,170,254,24.559062130556196,73,58.75197341926058,21,0.4226371943950653
commonsense_qa,4,first_label_token,18,170,254,4.6826473987817,49,13.848580442984593,6,0.6273750066757202
national_parks,4,first_label_token,18,170,254,9.82562970224064,56,29.76854751107996,11,0.3990772068500519
capitalize,4,first_label_token,18,170,254,21.735771904723837,75,58.02767301135823,22,0.5470718145370483
capitalize_first_letter,4,first_label_token,18,170,254,24.69092761045093,73,58.92440368525987,21,0.4179123640060425
commonsense_qa,4,first_label_token,19,170,254,4.659753154283376,49,13.764582178087185,6,0.6500864028930664
national_parks,4,first_label_token,19,170,254,9.711149759179229,56,29.36798848149487,11,0.43206992745399475
capitalize,4,first_label_token,19,170,254,21.839864816600993,75,58.36930696598308,22,0.5556048154830933
capitalize_first_letter,4,first_label_token,19,170,254,24.99214398619612,74,59.646128456914724,21,0.44050151109695435
commonsense_qa,4,first_label_token,20,170,256,4.780262153651412,50,14.25304846542014,6,0.6572272181510925
national_parks,4,first_label_token,20,170,256,10.049461031955405,56,30.02609492488021,11,0.4235529899597168
capitalize,4,first_label_token,20,170,256,21.124098535898572,75,58.27458314858539,22,0.5632835626602173
capitalize_first_letter,4,first_label_token,20,170,256,24.715075478472627,74,60.05663811008949,21,0.44490528106689453
commonsense_qa,4,first_label_token,21,170,259,4.808336401010195,50,14.45110775410343,6,0.6711254715919495
national_parks,4,first_label_token,21,170,259,10.304067797992506,57,30.69018002828801,11,0.4266612231731415
capitalize,4,first_label_token,21,170,259,21.150823431780655,76,58.4068959455059,22,0.5635451674461365
capitalize_first_letter,4,first_label_token,21,170,259,24.91211796167103,74,60.42826819215905,21,0.45029762387275696
commonsense_qa,4,first_label_token,22,170,259,4.793938647534417,50,14.493619219687632,7,0.6874756217002869
national_parks,4,first_label_token,22,170,259,10.244009394178333,57,30.633070368555188,11,0.42878085374832153
capitalize,4,first_label_token,22,170,259,20.236907319142695,76,58.24275687147086,22,0.5698604583740234
capitalize_first_letter,4,first_label_token,22,170,259,25.036427927928763,75,60.74562930788258,22,0.46022289991378784
commonsense_qa,4,first_label_token,23,170,259,4.727746059021685,50,14.306460315341301,7,0.7008102536201477
national_parks,4,first_label_token,23,170,259,10.20293121727483,57,30.581621649319366,11,0.4339255094528198
capitalize,4,first_label_token,23,170,259,20.195830029834767,76,58.15173050204355,22,0.5777038335800171
capitalize_first_letter,4,first_label_token,23,170,259,25.26504361767217,75,60.89694986342358,22,0.4580513536930084
commonsense_qa,4,first_label_token,24,170,260,4.706800344004218,50,14.249323211398616,7,0.7111243605613708
national_parks,4,first_label_token,24,170,260,10.26062787169776,57,30.728057394096464,11,0.45027562975883484
capitalize,4,first_label_token,24,170,260,19.613475879427302,76,57.89977853158085,22,0.5786515474319458
capitalize_first_letter,4,first_label_token,24,170,260,25.160971866532226,75,61.070927504146304,22,0.4724988639354706
commonsense_qa,4,first_label_token,25,170,262,4.819994759406548,51,14.704500036183061,7,0.7364707589149475
national_parks,4,first_label_token,25,170,262,10.346293229678166,57,30.799363714441544,11,0.46227020025253296
capitalize,4,first_label_token,25,170,262,19.008034660057984,76,57.86767049417469,22,0.5780601501464844
capitalize_first_letter,4,first_label_token,25,170,262,24.906990276767132,75,61.41016091250373,22,0.4882552921772003
commonsense_qa,4,first_label_token,26,170,263,4.808183064305641,51,14.617915819072868,7,0.7753756046295166
national_parks,4,first_label_token,26,170,263,10.210776268886123,57,30.48527623323331,11,0.5186463594436646
capitalize,4,first_label_token,26,170,263,18.06989469353294,76,57.36969533818051,22,0.5964797139167786
capitalize_first_letter,4,first_label_token,26,170,263,24.47774540446013,75,61.297407394654066,22,0.5222673416137695
commonsense_qa,4,first_label_token,27,170,263,4.830720053338238,51,14.61451140810519,7,0.8276340365409851
