task,origin,lane,n_shots,n_prompts,accuracy,ci_lo,ci_hi
synonym,original_abstractive,,4,50,0.06,0.0206,0.1622
synonym,original_abstractive,,5,50,0.04,0.011,0.1346
synonym,original_abstractive,,6,50,0.14,0.0695,0.2619
third_letter,new,orthographic,0,50,0.0,0.0,0.0714
third_letter,new,orthographic,1,50,0.0,0.0,0.0714
third_letter,new,orthographic,2,50,0.0,0.0,0.0714
third_letter,new,orthographic,3,50,0.1,0.0435,0.2136
third_letter,new,orthographic,4,50,0.08,0.0315,0.1884
third_letter,new,orthographic,5,50,0.06,0.0206,0.1622
third_letter,new,orthographic,6,50,0.06,0.0206,0.1622
third_person_to_base,new,morphology-inflection,0,50,0.02,0.0035,0.105
third_person_to_base,new,morphology-inflection,1,50,0.34,0.2244,0.4785
third_person_to_base,new,morphology-inflection,2,50,0.58,0.4423,0.7063
third_person_to_base,new,morphology-inflection,3,50,0.66,0.5215,0.7756
third_person_to_base,new,morphology-inflection,4,50,0.78,0.6476,0.8725
third_person_to_base,new,morphology-inflection,5,50,0.82,0.692,0.9023
third_person_to_base,new,morphology-inflection,6,50,0.78,0.6476,0.8725
time_to_minutes,new,numeric_sequence,0,50,0.0,0.0,0.0714
time_to_minutes,new,numeric_sequence,1,50,0.0,0.0,0.0714
time_to_minutes,new,numeric_sequence,2,50,0.0,0.0,0.0714
time_to_minutes,new,numeric_sequence,3,50,0.02,0.0035,0.105
time_to_minutes,new,numeric_sequence,4,50,0.0,0.0,0.0714
time_to_minutes,new,numeric_sequence,5,50,0.02,0.0035,0.105
time_to_minutes,new,numeric_sequence,6,50,0.04,0.011,0.1346
times_five,new,numeric_sequence,0,50,0.0,0.0,0.0714
times_five,new,numeric_sequence,1,50,0.0,0.0,0.0714
times_five,new,numeric_sequence,2,50,0.0,0.0,0.0714
times_five,new,numeric_sequence,3,50,0.02,0.0035,0.105
times_five,new,numeric_sequence,4,50,0.0,0.0,0.0714
times_five,new,numeric_sequence,5,50,0.02,0.0035,0.105
times_five,new,numeric_sequence,6,50,0.0,0.0,0.0714
titlecase_phrase,new,orthographic,0,50,0.0,0.0,0.0714
titlecase_phrase,new,orthographic,1,50,0.18,0.0977,0.308
titlecase_phrase,new,orthographic,2,50,0.7,0.5625,0.809
titlecase_phrase,new,orthographic,3,50,0.84,0.7149,0.9166
titlecase_phrase,new,orthographic,4,50,0.84,0.7149,0.9166
titlecase_phrase,new,orthographic,5,50,0.86,0.7381,0.9305
titlecase_phrase,new,orthographic,6,50,0.96,0.8654,0.989
uppercase_word,new,orthographic,0,50,0.0,0.0,0.0714
uppercase_word,new,orthographic,1,50,0.2,0.1124,0.3304
uppercase_word,new,orthographic,2,50,0.82,0.692,0.9023
uppercase_word,new,orthographic,3,50,0.78,0.6476,0.8725
uppercase_word,new,orthographic,4,50,0.88,0.7619,0.9438
uppercase_word,new,orthographic,5,50,0.94,0.8378,0.9794
uppercase_word,new,orthographic,6,50,0.94,0.8378,0.9794
us-city-state,new,world_knowledge,0,50,0.0,0.0,0.0714
us-city-state,new,world_knowledge,1,50,0.46,0.3297,0.596
us-city-state,new,world_knowledge,2,50,0.54,0.404,0.6703
us-city-state,new,world_knowledge,3,50,0.64,0.5014,0.7586
us-city-state,new,world_knowledge,4,50,0.62,0.4815,0.7414
us-city-state,new,world_knowledge,5,50,0.76,0.6259,0.857
us-city-state,new,world_knowledge,6,50,0.72,0.5833,0.8253
verb_tense_label,new,word-property,0,50,0.0,0.0,0.0714
verb_tense_label,new,word-property,1,50,0.12,0.0562,0.2381
verb_tense_label,new,word-property,2,50,0.1,0.0435,0.2136
verb_tense_label,new,word-property,3,50,0.2,0.1124,0.3304
verb_tense_label,new,word-property,4,50,0.24,0.143,0.3741
verb_tense_label,new,word-property,5,50,0.44,0.3116,0.5769
verb_tense_label,new,word-property,6,50,0.3,0.191,0.4375
verb_to_gerund,new,morphology-inflection,0,50,0.0,0.0,0.0714
verb_to_gerund,new,morphology-inflection,1,50,0.12,0.0562,0.2381
verb_to_gerund,new,morphology-inflection,2,50,0.32,0.2076,0.4581
verb_to_gerund,new,morphology-inflection,3,50,0.52,0.3851,0.652
verb_to_gerund,new,morphology-inflection,4,50,0.5,0.3664,0.6336
verb_to_gerund,new,morphology-inflection,5,50,0.54,0.404,0.6703
verb_to_gerund,new,morphology-inflection,6,50,0.6,0.4618,0.7239
verb_to_third_person,new,morphology-inflection,0,50,0.0,0.0,0.0714
verb_to_third_person,new,morphology-inflection,1,50,0.34,0.2244,0.4785
verb_to_third_person,new,morphology-inflection,2,50,0.58,0.4423,0.7063
verb_to_third_person,new,morphology-inflection,3,50,0.54,0.404,0.6703
verb_to_third_person,new,morphology-inflection,4,50,0.62,0.4815,0.7414
verb_to_third_person,new,morphology-inflection,5,50,0.74,0.6045,0.8413
verb_to_third_person,new,morphology-inflection,6,50,0.84,0.7149,0.9166
west_neighbor,original_abstractive,,0,50,0.0,0.0,0.0714
west_neighbor,original_abstractive,,1,50,0.06,0.0206,0.1622
west_neighbor,original_abstractive,,2,50,0.06,0.0206,0.1622
west_neighbor,original_abstractive,,3,50,0.02,0.0035,0.105
west_neighbor,original_abstractive,,4,50,0.04,0.011,0.1346
west_neighbor,original_abstractive,,5,50,0.04,0.011,0.1346
west_neighbor,original_abstractive,,6,50,0.06,0.0206,0.1622
word_length,original_abstractive,,0,50,0.0,0.0,0.0714
word_length,original_abstractive,,1,50,0.0,0.0,0.0714
word_length,original_abstractive,,2,50,0.12,0.0562,0.2381
word_length,original_abstractive,,3,50,0.0,0.0,0.0714
word_length,original_abstractive,,4,50,0.12,0.0562,0.2381
word_length,original_abstractive,,5,50,0.12,0.0562,0.2381
word_length,original_abstractive,,6,50,0.14,0.0695,0.2619
word_polarity,new,lexical-semantic,0,50,0.0,0.0,0.0714
word_polarity,new,lexical-semantic,1,50,0.06,0.0206,0.1622
word_polarity,new,lexical-semantic,2,50,0.32,0.2076,0.4581
word_polarity,new,lexical-semantic,3,50,0.44,0.3116,0.5769
word_polarity,new,lexical-semantic,4,50,0.62,0.4815,0.7414
word_polarity,new,lexical-semantic,5,50,0.72,0.5833,0.8253
word_polarity,new,lexical-semantic,6,50,0.64,0.5014,0.7586
year_to_decade,new,dates,0,50,0.0,0.0,0.0714
year_to_decade,new,dates,1,50,0.02,0.0035,0.105
year_to_decade,new,dates,2,50,0.16,0.0834,0.2851
year_to_decade,new,dates,3,50,0.34,0.2244,0.4785
year_to_decade,new,dates,4,50,0.34,0.2244,0.4785
year_to_decade,new,dates,5,50,0.44,0.3116,0.5769
year_to_decade,new,dates,6,50,0.54,0.404,0.6703
